_address	name	description	unit	type	len	factor	offset	formula	role	room	poll	wp	cw	isScale
47117	API Remote TimeOut Enable switch	R/W		uint16be	1	1	0		level		true	false	false	false
47118	API time out	R/W 1min - 60min	min	uint16be	1	1	0		level		true	false	false	false
47119	Pahse Sequence	R/W 0: Invalid 1: Phase R 2: Phase S 3: Phase T		uint16be	1	1	0		level		true	false	false	false
